newsgroup,id,text
comp.os.ms-windows.misc,10937,
comp.os.ms-windows.misc,10937,kartik
comp.os.ms-windows.misc,10937,
comp.os.ms-windows.misc,10937,
comp.os.ms-windows.misc,10937,-- 
comp.os.ms-windows.misc,10937,If you quote my article remember to trim it down to the essentials.
comp.os.ms-windows.misc,10937,"Anant Kartik Mithal, 				akm@cs.uoregon.edu"
comp.os.ms-windows.misc,10937,"Network Manager, Ph.D. Student			(503)346-3989"
comp.os.ms-windows.misc,10937,"Comp. Science, U of Oregon, Eugene, OR 97403  	(503)346-5373 (fax)"
comp.os.ms-windows.misc,10938,From: presiden@fraser.sfu.ca (Pat Presidente)
comp.os.ms-windows.misc,10938,Subject: Re: PCTools for Windows demo
comp.os.ms-windows.misc,10938,"Organization: Simon Fraser University, Burnaby, B.C., Canada"
comp.os.ms-windows.misc,10938,Lines: 18
comp.os.ms-windows.misc,10938,
comp.os.ms-windows.misc,10938,"st1pb@elroy.uh.edu (Burris, Dean E.) writes:"
comp.os.ms-windows.misc,10938,
comp.os.ms-windows.misc,10938,">If someone has downloaded the PCTools demo from Compuserve,"
comp.os.ms-windows.misc,10938,>please upload it to CICA or other FTP site.
comp.os.ms-windows.misc,10938,
comp.os.ms-windows.misc,10938,">Thanks,"
comp.os.ms-windows.misc,10938,>Dean
comp.os.ms-windows.misc,10938,>ST1PB@Elroy.uh.edu
comp.os.ms-windows.misc,10938,
comp.os.ms-windows.misc,10938,"Sorry, I don't have the demo, but I do have the program and have been"
comp.os.ms-windows.misc,10938,"using it for the past few weeks.  Since I now have Dos 6 as well, I"
comp.os.ms-windows.misc,10938,don't use many of the features of PCT4Win.  But I do so use:
comp.os.ms-windows.misc,10938,"	- the PCT Desktop with drag and drop printing, folders in"
comp.os.ms-windows.misc,10938,"          folders, and multiple desktops"
comp.os.ms-windows.misc,10938,	- the file manager which is far superior to win 3.1's fm.
comp.os.ms-windows.misc,10938,
comp.os.ms-windows.misc,10938,Pat Presidente
comp.os.ms-windows.misc,10938,ppreside@cln.etc.bc.ca 
comp.os.ms-windows.misc,10939,From: pcolmer@acorn.co.uk (Philip Colmer)
comp.os.ms-windows.misc,10939,Subject: Re: Capturing screen shots?
comp.os.ms-windows.misc,10939,"Organization: Acorn Computers Ltd, Cambridge, England"
comp.os.ms-windows.misc,10939,Lines: 17
comp.os.ms-windows.misc,10939,
comp.os.ms-windows.misc,10939,In article <23712@acorn.co.uk> I wrote:
comp.os.ms-windows.misc,10939,
comp.os.ms-windows.misc,10939,>I am trying to capture some 256-colour screenshots from Windows. Currently
comp.os.ms-windows.misc,10939,>I have tried pressing 'Print screen' to copy the screen to the clipboard
comp.os.ms-windows.misc,10939,>then paste the clipboard into the Windows paint package.
comp.os.ms-windows.misc,10939,
comp.os.ms-windows.misc,10939, Many thanks for the replies I received to this. A couple of people
comp.os.ms-windows.misc,10939,"suggested how I could get the paint package to work properly, but in the"
comp.os.ms-windows.misc,10939,end I took the advice of someone else to try Paintshop Pro from
comp.os.ms-windows.misc,10939,cica.indiana.edu.
comp.os.ms-windows.misc,10939,
comp.os.ms-windows.misc,10939, Thanks again.
comp.os.ms-windows.misc,10939,
comp.os.ms-windows.misc,10939,--Philip
comp.os.ms-windows.misc,10939,
comp.os.ms-windows.misc,10939,---------------------------------------------------------------------
comp.os.ms-windows.misc,10939,        Practice random kindness and senseless acts of beauty
comp.os.ms-windows.misc,10940,Nntp-Posting-Host: 134.58.96.14
comp.os.ms-windows.misc,10940,From: wimvh@liris.tew.kuleuven.ac.be (Wim Van Holder)
comp.os.ms-windows.misc,10940,Distribution: world
comp.os.ms-windows.misc,10940,Organization: K.U.Leuven - Applied Economic Sciences Department
comp.os.ms-windows.misc,10940,Subject: Re: head-to-head win and os/2
comp.os.ms-windows.misc,10940,Lines: 31
comp.os.ms-windows.misc,10940,
comp.os.ms-windows.misc,10940,"In article <1T8FL2$EHS@BALSAM.UNCA.EDU>, kepley@photon.phys.unca.edu writes:"
comp.os.ms-windows.misc,10940,|> In article <1993May16.143722.4555@samba.oit.unc.edu> dil.admin@mhs.unc.edu (Dave Laudicina) writes:
comp.os.ms-windows.misc,10940,|> >question. The next question is even if I did want to run OS/2
comp.os.ms-windows.misc,10940,"|> >and I had this big monster machine to run it on, is there a diverse"
comp.os.ms-windows.misc,10940,|> ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
comp.os.ms-windows.misc,10940,|>
comp.os.ms-windows.misc,10940,|> I think you're deliberatly overstating the requirements for OS/2.
comp.os.ms-windows.misc,10940,|> Considering that OS/2 is a multi-threaded true multitasking OS and
comp.os.ms-windows.misc,10940,"|> takes the place of DOS and Windows and more, I actually think the"
comp.os.ms-windows.misc,10940,|> requirements for OS/2 are very reasoable.  I also think that anyone
comp.os.ms-windows.misc,10940,"|> using Windows 3.1 without 8 megs of RAM, a 386-40, and 200 megs of"
comp.os.ms-windows.misc,10940,"|> hard drive space, is beating their head against a wall.  Those are"
comp.os.ms-windows.misc,10940,"|> also legitimate requirements for OS/2.  In fact, the requirements"
comp.os.ms-windows.misc,10940,|> for Windows 3.1 and OS/2 are about equal.
comp.os.ms-windows.misc,10940,                                ^^^^^^^^^^^
comp.os.ms-windows.misc,10940,Exquise me!? Since when does mankind consider twice to be equal??
comp.os.ms-windows.misc,10940,
comp.os.ms-windows.misc,10940,|>
comp.os.ms-windows.misc,10940,|> --
comp.os.ms-windows.misc,10940,"|> |          ""The natural progress of things is for government             |"
comp.os.ms-windows.misc,10940,"|> |              to gain ground and for liberty to yield""                  |"
comp.os.ms-windows.misc,10940,|> |                           Thomas Jefferson                             |
comp.os.ms-windows.misc,10940,|> | Brad Kepley   kepley@photon.phys.unca.edu    704-252-8330/Voice-Days   |
comp.os.ms-windows.misc,10940,
comp.os.ms-windows.misc,10940,Wim Van Holder
comp.os.ms-windows.misc,10940,Katholieke Universiteit Leuven          Tel: ++32 (0)16/28.57.16
comp.os.ms-windows.misc,10940,Departement T.E.W.                      FAX: ++32 (0)16/28.57.99
comp.os.ms-windows.misc,10940,Dekenstraat 2
comp.os.ms-windows.misc,10940,B-3000 Leuven                           E-mail: wimvh@liris.tew.kuleuven.ac.be
comp.os.ms-windows.misc,10940,BELGIUM                                         fdbaq03@cc1.kuleuven.ac.be
comp.os.ms-windows.misc,10940,
comp.os.ms-windows.misc,10941,From: bdr@cbnewsg.cb.att.com (brian.d.reed)
comp.os.ms-windows.misc,10941,Subject: Terminal woes
comp.os.ms-windows.misc,10941,"Keywords: terminal, modem"
comp.os.ms-windows.misc,10941,Organization: AT&T
comp.os.ms-windows.misc,10941,Distribution: na
comp.os.ms-windows.misc,10941,Lines: 18
comp.os.ms-windows.misc,10941,
comp.os.ms-windows.misc,10941,"I have a 486/33 VLB machine, with a Wang 96/24 fax/modem."
comp.os.ms-windows.misc,10941,"When using the windows terminal application, the only way"
comp.os.ms-windows.misc,10941,"I can get it to 'see' the modem is to change it to COM2,"
comp.os.ms-windows.misc,10941,then go back and change it to COM4.  Then it works fine.
comp.os.ms-windows.misc,10941,(I have it set to COM4 as the port to use)  I don't have
comp.os.ms-windows.misc,10941,"anything plugged into COM2, and I've looked over the manual"
comp.os.ms-windows.misc,10941,"for all it's worth, but what am I missing?  The modem is "
comp.os.ms-windows.misc,10941,"jumpered for COM4/IRQ3, which I understand means I can't"
comp.os.ms-windows.misc,10941,"use the second serial port and the modem at the same time,"
comp.os.ms-windows.misc,10941,but I'm not using the second serial port anyway.
comp.os.ms-windows.misc,10941,"Also, when using Procomm + for DOS, it always sees the modem"
comp.os.ms-windows.misc,10941,"and dials, but doesn't always connect me when the other end"
comp.os.ms-windows.misc,10941,answers.  Don't know if that helps any.
comp.os.ms-windows.misc,10941,
comp.os.ms-windows.misc,10941,"Thanks,"
comp.os.ms-windows.misc,10941,
comp.os.ms-windows.misc,10941, Brian D. Reed    bdr@cbnewsg.cb.att.com   
comp.os.ms-windows.misc,10941,
comp.os.ms-windows.misc,10942,From: vharten@prl.philips.nl (Peter R. van Harten)
comp.os.ms-windows.misc,10942,Subject: ATI Graphics Ultra Pro problem!
comp.os.ms-windows.misc,10942,Lines: 21
comp.os.ms-windows.misc,10942,Organization: Philips Research
comp.os.ms-windows.misc,10942,
comp.os.ms-windows.misc,10942,I have the following problem on a Dell 450SE with the ATI Graphics Ultra Pro 
comp.os.ms-windows.misc,10942,EISA:
comp.os.ms-windows.misc,10942,
comp.os.ms-windows.misc,10942,"When I start Windows, the first 5 times I try to run an application, it does"
comp.os.ms-windows.misc,10942,not start. Windows will show the following error message:
comp.os.ms-windows.misc,10942,
comp.os.ms-windows.misc,10942,   Error Executing application. There is not enough memory to run the    
comp.os.ms-windows.misc,10942,   application.
comp.os.ms-windows.misc,10942,
comp.os.ms-windows.misc,10942,"After the first 5 tries, the application I want to run will start, and "
comp.os.ms-windows.misc,10942,afterwards there are no more problems. When I change the Video driver from 
comp.os.ms-windows.misc,10942,"Mach 32 to 8514/a, this problem does not occur, so I suspect the ATI "
comp.os.ms-windows.misc,10942,drivers (I tried both the build 55 and build 59 driver).
comp.os.ms-windows.misc,10942,
comp.os.ms-windows.misc,10942,Does anyone have a clue?
comp.os.ms-windows.misc,10942,
comp.os.ms-windows.misc,10942,------------------------------------------------------------------ 
comp.os.ms-windows.misc,10942,P.R. van Harten                      Philips Research Laboratories
comp.os.ms-windows.misc,10942,tel. +31 40 742209                   Prof. Holstlaan 4
comp.os.ms-windows.misc,10942,fax. +31 40 744810                   5656 AA  Eindhoven
comp.os.ms-windows.misc,10942,email: vharten@prl.philips.nl        The Netherlands
comp.os.ms-windows.misc,10943,From: thg@cam-orl.co.uk (Tim Glauert)
comp.os.ms-windows.misc,10943,Subject: Re: Challenge to Microsoft supporters.
comp.os.ms-windows.misc,10943,Nntp-Posting-Host: okra.cam-orl.co.uk
comp.os.ms-windows.misc,10943,"Organization: Olivetti Research Ltd, Cambridge, England."
comp.os.ms-windows.misc,10943,Lines: 34
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,"In article <15008@news.duke.edu>, kdb@sunbar.mc.duke.edu (Kurt Bollacker) writes:"
comp.os.ms-windows.misc,10943,|> Tim Glauert (thg@cam-orl.co.uk) wrote:
comp.os.ms-windows.misc,10943,"|> : In other words, it is your *opinion* that MSW3.1 is inferior to its"
comp.os.ms-windows.misc,10943,|> : competition.  That's not the same as MSW3.1 being objectively inferior.
comp.os.ms-windows.misc,10943,|> 
comp.os.ms-windows.misc,10943,|> No.  It is technically inferior to the OS/GUIs that I listed.
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,"OK, now you are starting to define your criteria."
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,"|> By this criterion, it is inferior."
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,I'm afraid that you haven't actually proved that.  You have shown that some
comp.os.ms-windows.misc,10943,aspects of MSW3.1 are technically inferior to other systems.  As I said
comp.os.ms-windows.misc,10943,"earlier, if this is all you are trying to say then it is trivially true."
comp.os.ms-windows.misc,10943,But some aspects of MSW3.1 are actually technically superior to each of the
comp.os.ms-windows.misc,10943,"other systems (resource requirements, performace, device support, printer"
comp.os.ms-windows.misc,10943,"support, GUI etc.)"
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,"[ BTW, I'd love to see the studies which show that UNIX/X is as easy to"
comp.os.ms-windows.misc,10943,  learn as Windows! ]
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,"But I might even agree that, on balance, MSW3.1 is technically inferior to"
comp.os.ms-windows.misc,10943,some of the competition. This still does not prove your point.
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,"|>  If you have another, then perhaps I am incorrect."
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,Range of available applications? Base OS cost? Cost of applications? Cost
comp.os.ms-windows.misc,10943,of hardware? Multi-platform support?  Quality of the after-sales service?
comp.os.ms-windows.misc,10943,Availability of books/training materials? Support for visual and physical
comp.os.ms-windows.misc,10943,handicaps?  Suitability for use in mobile computing? Quality of
comp.os.ms-windows.misc,10943,Documentation?
comp.os.ms-windows.misc,10943,
comp.os.ms-windows.misc,10943,If you think that technical excellence is the only factor when deciding on
comp.os.ms-windows.misc,10943,"an OS, or indeed the primary factor, you need to think again."
comp.os.ms-windows.misc,10944,From: Tom Carter <carter@photon.cem.msu.edu>
comp.os.ms-windows.misc,10944,Subject: Corrected MicroCal Origin package uploaded to CICA
comp.os.ms-windows.misc,10944,"Organization: Department of Chemistry, Michigan State University"
comp.os.ms-windows.misc,10944,Lines: 21
comp.os.ms-windows.misc,10944,Reply-To: carter@photon.cem.msu.edu
comp.os.ms-windows.misc,10944,NNTP-Posting-Host: exciton.cem.msu.edu
comp.os.ms-windows.misc,10944,
comp.os.ms-windows.misc,10944,
comp.os.ms-windows.misc,10944,I've recently re-uploaded to cica the current (v2.8) version of the working 
comp.os.ms-windows.misc,10944,"model of MicroCal Origin, a scientific and technical 2D/3D graphics and data "
comp.os.ms-windows.misc,10944,analysis package for Windows 3.x. The working model is 2D only and puts a
comp.os.ms-windows.misc,10944,"promo message on hardcopies, but is largely identical to the full version."
comp.os.ms-windows.misc,10944,"Saving Origin files is disabled, but you can save ASCII data sets produced"
comp.os.ms-windows.misc,10944,"with Origin. It also says it has an expiration date of Sept. 1, 1993."
comp.os.ms-windows.misc,10944,
comp.os.ms-windows.misc,10944,"Try it. You may like it, as I do!"
comp.os.ms-windows.misc,10944,
comp.os.ms-windows.misc,10944,It's currently at ftp.cica.indiana.edu (129.79.20.17) in the directory
comp.os.ms-windows.misc,10944,"/pub/pc/win3/uploads as ORIGIN2.ZIP. The file ORIGIN.ZIP is, unfortunately,"
comp.os.ms-windows.misc,10944,incomplete (SORRY 'BOUT THAT!).
comp.os.ms-windows.misc,10944,
comp.os.ms-windows.misc,10944,<include std disclaimer>
comp.os.ms-windows.misc,10944,===========================================================================
comp.os.ms-windows.misc,10944,|               Tom Carter             |     carter@photon.cem.msu.edu    |
comp.os.ms-windows.misc,10944,|        Michigan State University     |     carter@msucem.bitnet         |
comp.os.ms-windows.misc,10944,|          Chemistry Department        |                                  |
comp.os.ms-windows.misc,10944,===========================================================================
comp.os.ms-windows.misc,10944,
comp.os.ms-windows.misc,10945,From: hstarke@europa.eng.gtefsd.com (Hal Starke)
comp.os.ms-windows.misc,10945,Subject: 386 Enchaced Mode with SCSI disk
comp.os.ms-windows.misc,10945,Organization: GTE FSD
comp.os.ms-windows.misc,10945,Lines: 9
comp.os.ms-windows.misc,10945,Reply-To: hstarke@europa.eng.gtefsd.com (Hal Starke)
comp.os.ms-windows.misc,10945,NNTP-Posting-Host: hstarke.eng.gtefsd.com
comp.os.ms-windows.misc,10945,
comp.os.ms-windows.misc,10945, I just removed an IDE drive and reformated two SCSI disk to use as boot disk 
comp.os.ms-windows.misc,10945,in a system that did run Windows fine in 386 Enhanced Mode. Its a DX50 with 8 
comp.os.ms-windows.misc,10945,"meg RAM, and an Adaptec 1542b with bios enabled. System runs fine and runs "
comp.os.ms-windows.misc,10945,"Windows in standard mode fine, but it returns to the DOS prompt when trying "
comp.os.ms-windows.misc,10945,to run 386 mode. I've tried EMMExclude and SysROMBreakPoint. What gives??????
comp.os.ms-windows.misc,10945,
comp.os.ms-windows.misc,10945,"Thanks in advance, Hal"
comp.os.ms-windows.misc,10945,
comp.os.ms-windows.misc,10945,My Views Are My Own!
comp.sys.ibm.pc.hardware,61169,From: bsardis@netcom.com (Barry Sardis)
comp.sys.ibm.pc.hardware,61169,Subject: Re: Date is stuck
comp.sys.ibm.pc.hardware,61169,Organization: NETCOM On-line Communication Services (408 241-9760 guest)
comp.sys.ibm.pc.hardware,61169,Lines: 16
comp.sys.ibm.pc.hardware,61169,
comp.sys.ibm.pc.hardware,61169,I've posted a couple of notes about encountering this problem. Based on some 
comp.sys.ibm.pc.hardware,61169,suggestions from:
comp.sys.ibm.pc.hardware,61169,
comp.sys.ibm.pc.hardware,61169,"Mark Aitchison, University of Canterbury, New Zealand."
comp.sys.ibm.pc.hardware,61169,	and
comp.sys.ibm.pc.hardware,61169,Chris A. Larrieu @cs.wm.edu
comp.sys.ibm.pc.hardware,61169,
comp.sys.ibm.pc.hardware,61169,I think that my problem is a screen saver that also outputs sound (to my 
comp.sys.ibm.pc.hardware,61169,PC speaker). I'm still looking at some of the other screen savers that I 
comp.sys.ibm.pc.hardware,61169,"use (with a randomizer), but this one definately caused the loss of several "
comp.sys.ibm.pc.hardware,61169,minutes over night (but not the date this time). 
comp.sys.ibm.pc.hardware,61169,-- 
comp.sys.ibm.pc.hardware,61169,Barry Sardis		| Home:   (408) 448-1589
comp.sys.ibm.pc.hardware,61169,1241 Laurie Avenue	| Office: (408) 448-7404
comp.sys.ibm.pc.hardware,61169,"San Jose, CA 95125	| Fax:    (408) 448-7404"
comp.sys.ibm.pc.hardware,61169,Email: bsardis@netcom.COM or 70105.1210@compuserve.COM
comp.sys.ibm.pc.hardware,61170,From: rnichols@cbnewsg.cb.att.com (robert.k.nichols)
comp.sys.ibm.pc.hardware,61170,Subject: Re: COM4 card shows up as COM3 with COM4's address and IRQ!
comp.sys.ibm.pc.hardware,61170,"Keywords: COM port GURUS, HELP!"
comp.sys.ibm.pc.hardware,61170,Organization: AT&T
comp.sys.ibm.pc.hardware,61170,Distribution: usa
comp.sys.ibm.pc.hardware,61170,Lines: 31
comp.sys.ibm.pc.hardware,61170,
comp.sys.ibm.pc.hardware,61170,In article <C5x2FE.CIE@genesis.nred.ma.us> avinash@genesis.nred.ma.us writes:
comp.sys.ibm.pc.hardware,61170,">I have an internal modem that I configure as COM4 with IRQ 3, but"
comp.sys.ibm.pc.hardware,61170,">when I insert that card into my DOS 5.02 PC, it shows up"
comp.sys.ibm.pc.hardware,61170,">as COM3, with IRQ3 and COM4's address (2E8)!"
comp.sys.ibm.pc.hardware,61170,>
comp.sys.ibm.pc.hardware,61170,">When I get into debug, and dump the data at 40:0, it shows"
comp.sys.ibm.pc.hardware,61170,>the address 2E8 as belonging to COM3 - even though the modem
comp.sys.ibm.pc.hardware,61170,>should be at COM4.
comp.sys.ibm.pc.hardware,61170,...
comp.sys.ibm.pc.hardware,61170,
comp.sys.ibm.pc.hardware,61170,"This is a common misconception, shared my many manufacturers, programmers,"
comp.sys.ibm.pc.hardware,61170,"and users alike.  COM3, for example, is simply the third equipped COMM"
comp.sys.ibm.pc.hardware,61170,"port, not necessarily the one with I/O address 3E8.  The BIOS just"
comp.sys.ibm.pc.hardware,61170,searches sequentially through a set of potential COMM port addresses.  The
comp.sys.ibm.pc.hardware,61170,"first equipped port it finds will become COM1, etc.  If you're playing by"
comp.sys.ibm.pc.hardware,61170,"the rules, you can't have a COM4 unless you have a COM3 equipped.  The set"
comp.sys.ibm.pc.hardware,61170,"of ""standard"" (whatever that means) port addresses merely reflects the"
comp.sys.ibm.pc.hardware,61170,order in which the BIOS searches the I/O address space in its search for
comp.sys.ibm.pc.hardware,61170,serial ports.
comp.sys.ibm.pc.hardware,61170,
comp.sys.ibm.pc.hardware,61170,"So, what you have is indeed COM3 at the non-standard address 2E8.  Were"
comp.sys.ibm.pc.hardware,61170,"this address in the 4th table slot instead, programs which query the BIOS"
comp.sys.ibm.pc.hardware,61170,"to determine the number of installed COMM ports would not find it, as the"
comp.sys.ibm.pc.hardware,61170,field in the BIOS data area which contains this number would indicate that
comp.sys.ibm.pc.hardware,61170,"there are but 3 COMM ports installed.  (Frankly, I don't know of a simgle"
comp.sys.ibm.pc.hardware,61170,program that would actually have a problem with this.)
comp.sys.ibm.pc.hardware,61170,
comp.sys.ibm.pc.hardware,61170,--
comp.sys.ibm.pc.hardware,61170,Bob Nichols
comp.sys.ibm.pc.hardware,61170,AT&T Bell Laboratories
comp.sys.ibm.pc.hardware,61170,rnichols@ihlpm.ih.att.com
comp.sys.ibm.pc.hardware,61171,From: tecslm1@sdc.boeing.com (Shamus McBride)
comp.sys.ibm.pc.hardware,61171,"Subject: IDE in Zenith 386/16, okay?"
comp.sys.ibm.pc.hardware,61171,Distribution: na
comp.sys.ibm.pc.hardware,61171,"Organization: Boeing Computer Services (ESP), Seattle, WA"
comp.sys.ibm.pc.hardware,61171,Lines: 9
comp.sys.ibm.pc.hardware,61171,
comp.sys.ibm.pc.hardware,61171,"Anyone have experiences, good or bad, with replacing the MFM controller"
comp.sys.ibm.pc.hardware,61171,and drive with an IDE controller and drive in a Zenith 386/16? I had
comp.sys.ibm.pc.hardware,61171,heard some rumors about bus mastering problems on some CPU board 
comp.sys.ibm.pc.hardware,61171,revisions.
comp.sys.ibm.pc.hardware,61171,
comp.sys.ibm.pc.hardware,61171,--
comp.sys.ibm.pc.hardware,61171,Shamus Mc Bride           | tecslm1@sdc.boeing.com      
comp.sys.ibm.pc.hardware,61171,Boeing Computer Services  | tecslm1%sdc@atc.boeing.com
comp.sys.ibm.pc.hardware,61171,(206) 865-5047            | uw-beaver!bcsaic!sdc!tecslm1
comp.sys.ibm.pc.hardware,61172,From: ebraeden@magnus.acs.ohio-state.edu (Eric W Braeden)
comp.sys.ibm.pc.hardware,61172,Subject: ** What exactly is the IBM made 486SLC or SLC2 Processor? **
comp.sys.ibm.pc.hardware,61172,Nntp-Posting-Host: top.magnus.acs.ohio-state.edu
comp.sys.ibm.pc.hardware,61172,Organization: The Ohio State University
comp.sys.ibm.pc.hardware,61172,Distribution: na
comp.sys.ibm.pc.hardware,61172,Lines: 11
comp.sys.ibm.pc.hardware,61172,
comp.sys.ibm.pc.hardware,61172,Could someone please tell me if the 486SLC and 486SLC2 processors
comp.sys.ibm.pc.hardware,61172,IBM is putting in their Thinkpad 700's and other PC's is a REAL
comp.sys.ibm.pc.hardware,61172,486 with a math coprocessor or if it is really some Kludge that
comp.sys.ibm.pc.hardware,61172,should not be called a 486 at all?
comp.sys.ibm.pc.hardware,61172,
comp.sys.ibm.pc.hardware,61172,"Thanks,"
comp.sys.ibm.pc.hardware,61172,Eric
comp.sys.ibm.pc.hardware,61172,-- 
comp.sys.ibm.pc.hardware,61172,"Eric W. Braeden                    | ""Der Verstand war zwar praechtig"
comp.sys.ibm.pc.hardware,61172,"Ohio State University              | doch das Nuetzte am Ende nicht viel"""
comp.sys.ibm.pc.hardware,61172,ebraeden@magnus.acs.ohio-state.edu | Peter Schilling   120 Grad    1983
comp.sys.ibm.pc.hardware,61173,From: mark@madman.demon.co.uk (Mark Willams)
comp.sys.ibm.pc.hardware,61173,Subject: HELP WANTED: Faults on IDE drives
comp.sys.ibm.pc.hardware,61173,Distribution: world
comp.sys.ibm.pc.hardware,61173,Organization: DIS(organised)
comp.sys.ibm.pc.hardware,61173,Reply-To: nick@madman.demon.co.uk
comp.sys.ibm.pc.hardware,61173,X-Newsreader: Simple NEWS 1.90 (ka9q DIS 1.21)
comp.sys.ibm.pc.hardware,61173,Lines: 14
comp.sys.ibm.pc.hardware,61173,
comp.sys.ibm.pc.hardware,61173,I have a 105MB IDE drive and am having a few problems! I get 
comp.sys.ibm.pc.hardware,61173,'Data error on drive C' messages when reading some files. The problem is
comp.sys.ibm.pc.hardware,61173,also steadily getting worse.
comp.sys.ibm.pc.hardware,61173,
comp.sys.ibm.pc.hardware,61173,I have run some diagnostic software (PCTools V7.1) and it says that the
comp.sys.ibm.pc.hardware,61173,drive is OK - but it does have to retry some sectors and it briefly 
comp.sys.ibm.pc.hardware,61173,flashes up an error message (which is too quick to read).
comp.sys.ibm.pc.hardware,61173,
comp.sys.ibm.pc.hardware,61173,Does anybody know of any cheap or free software which could mark these
comp.sys.ibm.pc.hardware,61173,sectors as bad (DOS doesn't) or preferably perform a low level format.
comp.sys.ibm.pc.hardware,61173,I have heard that the latter is possible on an IDE. Technical answers
comp.sys.ibm.pc.hardware,61173,would be appreciated. It would be nice to be able to use the disk again!!!
comp.sys.ibm.pc.hardware,61173,
comp.sys.ibm.pc.hardware,61173,I am running MS-DOS 5 on an AT clone.
comp.sys.ibm.pc.hardware,61174,From: msfuller@cc.utah.edu (MARC S. FULLER)
comp.sys.ibm.pc.hardware,61174,Subject: Re: CPU Fans33
comp.sys.ibm.pc.hardware,61174,News-Software: VAX/VMS VNEWS 1.4-b1  
comp.sys.ibm.pc.hardware,61174,Organization: University of Utah Computer Center
comp.sys.ibm.pc.hardware,61174,Lines: 23
comp.sys.ibm.pc.hardware,61174,
comp.sys.ibm.pc.hardware,61174,"In article <edm.735510069@wrs.com>, edm@wrs.com (Ed McClanahan) writes..."
comp.sys.ibm.pc.hardware,61174,{Jim_Johnson@abcd.houghton.mi.us (Jim Johnson) writes:
comp.sys.ibm.pc.hardware,61174,K{ 
comp.sys.ibm.pc.hardware,61174,{<speaking of CPU fans>
comp.sys.ibm.pc.hardware,61174,{ 
comp.sys.ibm.pc.hardware,61174,{>                      Many use clips - make sure you use heat sink
comp.sys.ibm.pc.hardware,61174,"{>grease, or heat transfering tape, or you will have wasted your money."
comp.sys.ibm.pc.hardware,61174,{ 
comp.sys.ibm.pc.hardware,61174,{Do these CPU Fans also have heat sinks?  Do you recommend using both
comp.sys.ibm.pc.hardware,61174,{on the same chip (i.e. heat sink sandwiched between CPU and Fan)?
comp.sys.ibm.pc.hardware,61174,{ 
comp.sys.ibm.pc.hardware,61174,"{If we are just talking about a CPU Fan blowing directly on the CPU chip,"
comp.sys.ibm.pc.hardware,61174,"{I can't see how ""heat sink grease"" is necessary (or even desireable)."
comp.sys.ibm.pc.hardware,61174,{-- 
comp.sys.ibm.pc.hardware,61174,{ 
comp.sys.ibm.pc.hardware,61174,{=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
comp.sys.ibm.pc.hardware,61174,{ 
comp.sys.ibm.pc.hardware,61174,{  Edward McClanahan                    edm@wrs.com
comp.sys.ibm.pc.hardware,61174,I have a PC Power and cooling fan and it is a heat sink with a built in fan 
comp.sys.ibm.pc.hardware,61174,that glues on top of the CPU.  Even if the fan quits you still have the heat 
comp.sys.ibm.pc.hardware,61174,"sink fins to aid cooling.  The glue, of course, is the type that has high "
comp.sys.ibm.pc.hardware,61174,thermal conductivity.
comp.sys.ibm.pc.hardware,61174,
comp.sys.ibm.pc.hardware,61175,From: zuniga@loligo.cc.fsu.edu (Ralph Zuniga (FREAC/CAR))
comp.sys.ibm.pc.hardware,61175,Subject: COMDEX (ATLANTA GA) INFO WANTED
comp.sys.ibm.pc.hardware,61175,Organization: Florida State University Computing Center
comp.sys.ibm.pc.hardware,61175,Lines: 3
comp.sys.ibm.pc.hardware,61175,
comp.sys.ibm.pc.hardware,61175,"I know this is the wrong newsgroup, but I was wondering if anyone "
comp.sys.ibm.pc.hardware,61175,"knows the date(s) of this year's COMDEX convention in Atlanta,GA."
comp.sys.ibm.pc.hardware,61175,Or has it passed already?? E-mail if possible. Thanks.
comp.sys.ibm.pc.hardware,61176,From: alerman@netcom.com (Alexander Lerman)
comp.sys.ibm.pc.hardware,61176,Subject: 486-33 Tower Without a Fan???
comp.sys.ibm.pc.hardware,61176,Organization: NETCOM On-line Communication Services (408 241-9760 guest)
comp.sys.ibm.pc.hardware,61176,X-Newsreader: TIN [version 1.1 PL9]
comp.sys.ibm.pc.hardware,61176,Lines: 15
comp.sys.ibm.pc.hardware,61176,
comp.sys.ibm.pc.hardware,61176,I originally posted a complaint about how noisy my PC was. I got several 
comp.sys.ibm.pc.hardware,61176,"useful suggestions, but 1 was the most seductive: run your PC in silence by "
comp.sys.ibm.pc.hardware,61176,removing the fan altogether!
comp.sys.ibm.pc.hardware,61176,
comp.sys.ibm.pc.hardware,61176,Two variables: 
